CID,CRPName,Party,DistIDRunFor,FECCandID
N00041276,"Schrader, Stephen James",R,CAS2,S8CA00366
N00040846,"Schrage, Joseph",R,CA30,H8CA00135
N00041606,"Schrier, Kim",D,WA08,H8WA08189
N00041115,"Schuh, Jon",R,IL17,H8IL17037
N00026106,"Schultz, Debbie Wasserman",D,FL23,H4FL20023
N00042053,"Schuster, Robert Kyle",D,AZ08,H8AZ08125
N00041537,"Schwab, Kurt",R,TX33,H8TX33013
N00042577,"Schwartz, Derek",R,FL21,H8FL21063
N00042448,"Schwartz, Paul Kenneth",D,MD06,H8MD06234
N00041568,"Schwartzberg, Steve",D,IL05,H8IL05131
N00006460,"Schweikert, David",R,AZ06,H4AZ06045
N00032457,"Scott, Austin",R,GA08,H0GA08099
N00002147,"Scott, Bobby",D,VA03,H6VA01117
N00024871,"Scott, David",D,GA13,H2GA13012
N00041178,"Scott, George",D,PA04,H8PA04090
N00042193,"Scott, Zach",D,OH12,H8OH12164
N00041586,"Seaman, Victoria",R,NV03,H8NV03184
N00042188,"Seamans, Joan Elizabeth",D,NY27,H8NY27168
N00041363,"Searcy, Sam",D,NC02,H8NC02086
N00041636,"Sedbrook, David Michael",D,CO01,H8CO01105
N00040932,"Sedillo Lopez, Antoinette",D,NM01,H8NM01323
N00034901,"Sedlock, Adam",D,PA09,H2PA09100
N00042256,"Seeberger, Rick",R,TX16,H8TX16133
N00042035,"Segal, Jerome",D,MDS1,S8MD00252
N00041788,"Seidman, Barbara A",D,GA01,H8GA01071
N00004291,"Sensenbrenner, F James Jr",R,WI05,H8WI09050
N00041428,"Sergent, Talley",D,WV02,H8WV02115
N00001813,"Serrano, Jose E",D,NY15,H0NY18065
N00041856,"Seryak, Kit",R,OH16,H8OH16132
N00005681,"Sessions, Pete",R,TX32,H2TX03126
N00042404,"Sevigny, Stephen",D,FL06,H8FL06155
N00030622,"Sewell, Terri A",D,AL07,H0AL07086
N00041566,"Shah, Sapan",R,IL10,H8IL10131
N00041931,"Shamel, Hayden",D,AR04,H8AR04130
N00038608,"Shammas, Joe",D,CA29,H8CA29092
N00041784,"Shapiro, David",D,FL16,H8FL16055
N00041935,"Shayani, P Mark",I,CA28,H8CA28193
N00041862,"Shecktor, Andrew",R,PA11,H8PA11079
N00040817,"Shecktor, Andrew",R,PAS2,S8PA00247
N00041745,"Shedd, Tiffany",R,AZ01,H8AZ01237
N00040951,"Sheehan, Molly",D,PA07,H8PA07119
N00042232,"Sheets, Kenneth",R,TX05,H8TX05094
N00041052,"Shein, Dimitri",I,AK01,H8AK00132
N00035041,"Shell, Mark",R,MD02,H2MD02285
N00025842,"Shepard, Jack",R,MNS2,S2MN00159
N00038249,"Shepherd, Doug",R,CA41,H6CA41182
N00039133,"Shepherd, Rick",D,NV02,H6NV02255
N00006897,"Sherman, Brad",D,CA30,H6CA24113
N00042154,"Sherman, Jayesun",R,MN07,H8MN07102
N00041154,"Sherrill, Mikie",D,NJ11,H8NJ11142
N00041746,"Sherry, Barbara",D,AZ02,H8AZ02177
N00035286,"Sherzan, Mike",D,IA03,H4IA03057
N00040964,"Shevlin, Harold",D,TN03,H8TN03190
N00042558,"Shi, Ling Ling",3,CAS2,S8CA00457
N00004961,"Shimkus, John M",R,IL15,H2IL20042
N00041801,"Shipley, Sheryl",D,IN04,H8IN04173
N00042290,"Shipp, Brett",D,TX32,H8TX32163
N00042473,"Shirley, Liuba Grechen",D,NY02,H8NY02104
N00042067,"Shoblom, Scott",I,CA10,H8CA10191
N00041532,"Shocklee, Levii",D,TX06,H8TX06217
N00035505,"Shoemaker, Franklin Ed",3,FLS1,S8FL00224
N00042396,"Shootman, Gabriel",I,CA52,H8CA52144
N00039055,"Short, Grant",D,KY02,H8KY02072
N00027673,"Shudlick, Harold",R,MNS2,S6MN00333
N00013770,"Shuster, Bill",R,PA09,H2PA09035
N00041312,"Siddiqui, Omar",D,CA48,H8CA48084
N00042427,"Sides, Angel",D,IL13,H8IL13184
N00039951,"Sidie, Jay",D,KS03,H6KS03241
N00042250,"Siegel, Mike",D,TX10,H8TX10110
N00040614,"Siganporia, Karl",R,CA34,H8CA34159
N00041692,"Simmons, Justin",R,PA15,H8PA15179
N00006263,"Simpson, Mike",R,ID02,H8ID02064
N00033983,"Sinema, Kyrsten",D,AZS2,S8AZ00197
N00041050,"Singer, James",D,UTS1,S8UT00135
N00042599,"Singh, Hirsh",R,NJS1,S8NJ00483
N00042492,"Singletary, Willie",D,PA01,H8PA01252
N00041095,"Singleton, Philip Jerald",I,GA03,H8GA03044
N00027523,"Sires, Albio",D,NJ08,H6NJ13191
N00040860,"Skelton, Shane",R,CA26,H8CA26106
N00040948,"Skibo, Brian",D,PA03,H8PA03118
N00041235,"Slate, Adam",D,VA05,H8VA05130
N00001311,"Slaughter, Louise M",D,NY25,H6NY03031
N00041320,"Slawson, Clay",R,CT02,H8CT02093
N00040680,"Slotin, Ron",D,GA06,H8GA06245
N00041357,"Slotkin, Elissa",D,MI08,H8MI08102
N00042467,"Small, Xochitl Torres",D,NM02,H8NM02248
N00042012,"Smalling, David",R,TX35,H8TX35026
N00007833,"Smith, Adam",D,WA09,H6WA09025
N00027623,"Smith, Adrian",R,NE03,H6NE03115
N00040864,"Smith, Aja",R,CA41,H8CA41170
N00041362,"Smith, Carlton",D,MS01,H8MS01152
N00041823,"Smith, Chris",D,MI08,H8MI08110
N00009816,"Smith, Chris",R,NJ04,H8NJ04014
N00039432,"Smith, Craig Allen",R,DC00,H8DC00184
N00040814,"Smith, Craig Allen",D,MIS2,S8MI00349
N00039534,"Smith, Douglas",I,MI03,H6MI03172
N00035282,"Smith, Jason",R,MO08,H4MO08162
N00036212,"Smith, Jesse T",D,AL03,H4AL03061
N00042218,"Smith, Kasandra",D,TN09,H8TN09106
N00001811,"Smith, Lamar",R,TX21,H6TX21012
N00040890,"Smith, Michael William",D,ID01,H8ID01108
N00041243,"Smith, Sarah",D,WA09,H8WA09054
N00041090,"Smith, Steve",D,FL26,H8FL26013
N00041060,"Smith, Steve",R,AZ01,H8AZ01229
N00042353,"Smith, Tina",D,MNS1,S8MN00578
N00038781,"Smucker, Lloyd",R,PA16,H6PA16320
N00040673,"Smyth, Andrew",R,FL18,H8FL16030
N00041234,"Sneathern, Andrew",D,VA05,H8VA05122
N00040560,"Snider, Justin",D,TX06,H8TX06175
N00041068,"Snover, Terra",I,CA10,H8CA10142
N00039668,"Snow, Misty",D,UT02,H8UT02222
N00041336,"Snyder, Michael",R,ID01,H8ID01132
N00041804,"Soave, Antonio",R,KS02,H8KS02165
N00041450,"Soderberg, Nancy",D,FL06,H8FL06098
N00040884,"Sola, Louis",R,FL24,H8FL24059
N00041978,"Soldati, Lincoln",D,NH01,H8NH01178
N00041399,"Solomon, Robert",D,PA18,H8PA18157
N00040700,"Songer, Austin",D,IL06,H8IL06097
N00041643,"Sosa-Suarez, Gina",R,FL27,H8FL27102
N00041352,"Sossa-Paquette, Jeffrey Allen Mr",R,MA02,H8MA02082
N00037422,"Soto, Darren",D,FL09,H6FL09179
N00039760,"Sotomayor, Armando",D,CA34,H6CA44186
N00036530,"Spain, Paul",R,FL22,H4FL22110
N00037410,"Spalding, Carla",R,FL23,H8FL23044
N00041418,"Spanberger, Abigail",D,VA07,H8VA07094
N00041318,"Spaulding, Stephany Rose",D,CO05,H8CO05130
N00042181,"Spearman, Pat",D,NV04,H8NV04042
N00029649,"Speier, Jackie",D,CA14,H8CA12171
N00041299,"Spencer, Paul",D,AR02,H8AR02134
N00041851,"Sperling, Paul",D,NY11,H8NY11121
N00042228,"Spiers, Jon",R,TX02,H8TX02208
N00040703,"Spoerer, Carl",D,IL15,H8IL15056
N00042100,"Sprayberry, Carl",D,GA02,H8GA02079
N00041419,"Sran, Deep",D,VA10,H8VA10130
N00041069,"St John, Brendan",I,CA15,H8CA15109
N00042140,"St John, Keith",D,MA03,H8MA03205
N00041817,"St. Clair, Lucas",D,ME02,H8ME02201
N00004118,"Stabenow, Debbie",D,MIS2,S8MI00281
N00032437,"Standley, Kelly",D,KS02,H8KS02124
N00041776,"Stanger, Erik",D,CO06,H8CO06252
N00041988,"Stankevich, Nick",D,NY27,H8NY27143
N00040910,"Stanton, Eric",R,ME01,H8ME01195
N00041750,"Stanton, Greg",D,AZ09,H8AZ09040
N00041511,"Stauber, Pete",R,MN08,H8MN08043
N00041824,"Stearns, Candius",R,MI09,H8MI09092
N00042388,"Steed, Cybil",D,CA39,H8CA39265
N00040992,"Steele, Dayna",D,TX36,H8TX36024
N00035523,"Stefanik, Elise",R,NY21,H4NY21079
N00042371,"Steffel, Kyle",R,OH13,H0OH13185
N00037593,"Stella, Dominick",R,IL11,H6IL11133
N00040915,"Stevens, Haley",D,MI11,H8MI11254
N00033932,"Stewart, Chris",R,UT02,H2UT02324
N00041461,"Stewart, Corey",R,VAS1,S8VA00297
N00040683,"Stewart, Kelly",R,GA06,H8GA06278
N00029574,"Stivers, Steve",R,OH15,H8OH15076
N00042398,"Stockham, Casper",R,CO01,H8CO01162
N00040747,"Stockstill, Danny",R,OK01,H8OK01140
N00039653,"Stokes, Steve",D,CAS2,S6CA00873
N00042465,"Stoler, Felicia",R,NJ04,H8NJ04196
N00041529,"Stolz, John",D,PA12,H8PA12093
N00041278,"Stone, Kiel",R,INS1,S8IN00155
N00040976,"Stone, Ryan",D,TX10,H8TX10086
N00041066,"Storment, Brandon",D,CA01,H8CA01216
N00042265,"Stovall, Robert",R,TX21,H8TX21273
N00041001,"Stover, Lindsey Davis",D,VA10,H8VA10098
N00041925,"Strandberg, Greg",D,MTS1,S8MT00267
N00040607,"Strange, Luther",R,ALS1,S8AL00308
N00033103,"Straw, Andrew",3,INS1,S8IN00114
N00033678,"Strickland, Timmy",I,NC02,H8NC02060
N00042368,"Strider, David Lee",I,WAS1,S8WA00210
N00040624,"Stuckart, Ben",D,WA05,H8WA05169
N00041488,"Sturgill, Scott",R,FL07,H8FL07070
N00041199,"Sturm, Scott",D,TX17,H8TX17123
N00042014,"Suddarth, John",D,VA01,H8VA01295
N00041086,"Sugarman, Kimberly",D,CO05,H8CO15014
N00041579,"Sullivan, Joe",D,MN01,H8MN01295
N00041979,"Sullivan, Maura",D,NH01,H8NH01186
N00040659,"Sullivan, Richard",D,CA34,H8CA34308
N00041163,"Sullivan, Sue",D,NY19,H8NY19207
N00041501,"Summe, Mark John",R,IN02,H8IN02151
N00041168,"Sundquist, Edward",D,NY23,H8NY23134
N00038742,"Suozzi, Tom",D,NY03,H6NY03247
N00041459,"Surveyor, Charlotte",D,UT02,H8UT02230
N00041239,"Sutherland, Matt",D,WA05,H8WA05177
N00041554,"Svitavsky, Jon",D,VTS1,S8VT00133
N00033508,"Swalwell, Eric",D,CA15,H2CA15094
N00040693,"Swann, Fred",D,GA08,H8GA08076
N00040897,"Swanson, Victor",D,IL14,H8IL14141
N00041055,"Sweeney, Michael",D,AL05,H8AL05182
N00038837,"Sweeney, Mike",R,TX31,H6TX31052
N00042112,"Swisher, Aaron",D,ID02,H8ID02148
N00041922,"Sykes, Courtland",R,MOS2,S8MO00178
N00041748,"Sylvester, Christopher",R,AZ08,H8AZ08091
N00041585,"Tache, Lynda",R,NV03,H8NV03176
N00039781,"Tager, Robert",D,FL12,H6FL12181
N00041033,"Takami, Andrew",R,INS1,S8IN00148
N00006701,"Takano, Mark",D,CA41,H2CA43245
N00042435,"Tannahill, Tyler",R,KS02,H8KS02215
N00041573,"Tanoos, William",D,IN09,H8IN08141
N00040956,"Tarasi, Elizabeth",D,PA12,H8PA12085
N00031176,"Tarkanian, Danny",R,NVS1,S0NV00203
N00040753,"Taylor, Chris",R,SC05,H8SC05117
N00042440,"Taylor, Lamont",R,MD01,H8MD01227
N00031263,"Taylor, Scott W",R,VA02,H0VA02118
N00041233,"Taylor, Tom",D,UT04,H8UT04038
N00027709,"Taylor, Van",R,TX03,H8TX03123
N00041961,"Tedeschi, Peter",R,MA09,H8MA09046
N00042262,"Temple, Samuel",R,TX21,H8TX21240
N00036351,"Tenney, Claudia",R,NY22,H4NY22051
N00041185,"Terrell, Eric",R,SD01,H8SD01089
N00027605,"Tester, Jon",D,MTS1,S6MT00162
N00041839,"Theobald, Paul Gilbert",D,NE03,H8NE03095
N00039114,"Therrien, David",R,MD04,H6MD04282
N00042588,"Thibodeaux, Murray",D,OK03,H8OK03062
N00041445,"Thom, Sean",D,NJS1,S8NJ00459
N00041583,"Thom, Sean",D,NJ02,H8NJ02158
N00041798,"Thomas, D Vincent Jr",R,IL09,H8IL09182
N00042423,"Thomas, D Vincent Jr",R,IL09,H8IL09216
N00041802,"Thomas, Jared",R,IN04,H8IN04181
N00041128,"Thomas, Jeff",D,MI03,H8MI03053
N00041984,"Thomas, Jefferson",D,NY13,H8NY13143
N00038574,"Thomas, Kathi",D,TX25,H8TX25126
N00037437,"Thomas, Mary",R,FL02,H6FL02190
N00041782,"Thomas, Mathew",D,FL12,H8FL12062
N00041316,"Thomas, Nick",I,CO02,H8CO02186
N00041351,"Thomas, Reggie",D,KY06,H8KY06156
N00003288,"Thompson, Bennie G",D,MS02,H4MS02068
N00029736,"Thompson, Glenn",R,PA05,H8PA05071
N00042457,"Thompson, Hallie Jess",D,MO04,H8MO04097
N00040713,"Thompson, James",D,KS04,H8KS04120
N00007419,"Thompson, Mike",D,CA05,H8CA01109
N00041558,"Thorburn, Andy",D,CA39,H8CA39182
N00006052,"Thornberry, Mac",R,TX13,H4TX13014
N00040209,"Thorne, Marcia",R,FLS1,S8FL00232
N00042432,"Thornton, Deirdre",D,IN05,H8IN05188
N00040758,"Thornton, Josh",3,SC05,H8SC05166
N00034729,"Tilghman, Jerome",D,TX16,H2TX16227
N00041319,"Tillemann, Levi",D,CO06,H8CO06245
N00034027,"Tillman, Jimmy Lee",R,IL01,H2IL01182
N00041302,"Tipirneni, Hiral",D,AZ08,H8AZ08083
N00027509,"Tipton, Scott",R,CO03,H6CO03139
N00030191,"Titus, Dina",D,NV01,H8NV03036
N00041136,"Todd, Ian",D,MN06,H8MN06096
N00042020,"Toft, Steve",R,WI03,H8WI03103
N00042086,"Toltz, Ken",D,CO02,H8CO02244
N00041337,"Tomkowiak, Mateusz",I,IL03,H8IL03110
N00030196,"Tonko, Paul",D,NY20,H8NY21203
N00042049,"Torres, Jose",D,AZ05,H8AZ05162
N00036107,"Torres, Norma",D,CA35,H4CA35031
N00042408,"Toulme, Alix",I,FL14,H8FL14209
N00042359,"Toyos, Rolando",R,TNS1,S8TN00360
N00041808,"Trahan, Lori",D,MA03,H8MA03106
N00041757,"Tran, Khanh",D,CA17,H8CA17097
N00041075,"Tran, Mai-Khanh",D,CA39,H8CA39158
N00027793,"Trauner, Gary",D,WYS1,S8WY00189
N00041706,"Trevino, Rick",D,TX23,H8TX23139
N00040974,"Triantaphyllis, Alex",D,TX07,H8TX07124
N00041117,"Tritch, Courtney",D,IN03,H8IN03076
N00039122,"Trone, David",D,MD06,H8MD06168
N00041491,"Truax, Todd James",D,FL19,H8FL19075
N00042349,"Truono, Gene",R,DES1,S8DE00129
N00042215,"Turner, D Lee",D,SC04,H8SC04227
N00025175,"Turner, Michael R",R,OH10,H2OH03067
N00041971,"Turner, William Harrison",I,MS04,H8MS04446
N00042261,"Turullols-Bonilla, Ricardo",I,TX21,H8TX21232
N00041617,"Tutora, Nicholas",R,AZS2,S8AZ00163
N00041701,"Tylka, Lawrence Michael",D,TX14,H8TX14146
N00041662,"Tyson, Caryn",R,KS02,H8KS02157
N00041998,"Uehlinger, Scott",R,PA15,H8PA15237
N00041551,"Uhric, Ray",D,PAS2,S8PA00312
N00041569,"Underwood, Lauren A",D,IL14,H8IL14174
N00042402,"Upchurch, John",D,FL06,H8FL06130
N00004133,"Upton, Fred",R,MI06,H6MI04113
N00040618,"Urbina, Angel",R,FL14,H8FL14175
N00041284,"Usman, Muhammad",I,NJS1,S8NJ00442
N00041161,"Vaid, Omar",D,NY11,H8NY11105
N00033367,"Valadao, David",R,CA21,H2CA20094
N00039482,"Valdes, Alina",D,FL25,H6FL25027
N00042283,"Valencia, Pedro",D,TX29,H8TX29060
N00041936,"Valiente, Christian",R,CA35,H8CA35115
N00042164,"Van Drew, Jeff",D,NJ02,H8NJ02166
N00040657,"Van Houten, Tracy",D,CA34,H8CA34282
N00041502,"Van Pelt, Tony",R,IN07,H8IN07291
N00030108,"Van Raam, Douglas S",R,CA05,H4CA11099
N00033703,"Van Steenwyk, Clair",R,AZ08,H4AZ08066
N00041947,"Vandermaas, James",D,ID01,H8ID01165
N00042145,"Vanhelsing, Danielle",I,ME02,H8ME02235
N00041452,"Vanostran, Cort",D,MO02,H8MO02208
N00034498,"Varasteh, Ron",D,CA45,H2CA48095
N00007021,"Vargas, Juan",D,CA51,H2CA50026
N00033876,"Vasquez, Jaime",I,AZ03,H2AZ07161
N00012669,"Vaughn, Corrogan R",R,MD07,H4MD07074
N00041549,"Vaughn, Rikki",D,MDS1,S8MD00245
N00041304,"Vaughn, Seth",D,CA10,H8CA10159
N00033839,"Veasey, Marc",D,TX33,H2TX33073
N00034349,"Vela, Filemon",D,TX34,H2TX27190
N00001102,"Velazquez, Nydia M",D,NY07,H2NY00010
N00041991,"Veley, Jonathan Alan",I,OH12,H8OH12156
N00037021,"Veltmeyer, James",R,CA52,H8CA52110
N00041837,"Vera, Matthew",R,NC05,H8NC05089
N00042120,"Vercolio-Osmund, Beth",D,IL16,H8IL16161
N00040843,"Verdin, Charlie",D,AZ02,H8AZ02128
N00042084,"Vialpando, Jeremiah",R,CO01,H8CO01139
N00041621,"Vice, Mitchell",D,UTS1,S8UT00150
N00041379,"Vilela, Amy",D,NV04,H8NV04018
N00042275,"Villescaz, Angela",D,TX23,H8TX23162
N00025154,"Viloria-Fisher, Vivian",D,NY01,H2NY01042
N00040837,"Virijevich, Alex William",R,WI03,H0WI03092
N00003813,"Visclosky, Pete",D,IN01,H4IN01012
N00042496,"Vitali, Greg",D,PA07,H8PA07176
N00026762,"Vodvarka, Joseph John",R,PAS1,S4PA00196
N00041354,"Voehl, Christopher",D,MA08,H8MA08188
N00034515,"Vohra, Arvin",L,MDS1,S6MD03664
N00041714,"Volosin, Peter",D,VA06,H8VA06070
N00041683,"Volpato, Jack",R,NM02,H8NM02172
N00040641,"Von Behr, Irina Baroness",R,AZ09,H8AZ09016
N00041929,"Vukmir, Leah",R,WIS1,S8WI00224
N00040923,"Wadkins, Randy",D,MS01,H8MS01145
N00033106,"Wagner, Ann L",R,MO02,H2MO02102
N00038289,"Wakely, Tom",D,TX21,H6TX21228
N00026368,"Walberg, Tim",R,MI07,H4MI07103
N00007690,"Walden, Greg",R,OR02,H6OR02116
N00040711,"Walker, Charles",D,KS04,H8KS04104
N00042514,"Walker, Craig",R,TX06,H8TX06357
N00038422,"Walker, Kimberly H",D,FL12,H6FL13197
N00035311,"Walker, Mark",R,NC06,H4NC06052
N00042437,"Walker, Paul",D,KY01,H8KY01074
N00042220,"Walker, Rick",R,TX02,H8TX02125
N00042249,"Walker, Tami",D,TX10,H8TX10102
N00042222,"Wall, Kathaleen Mrs.",R,TX02,H8TX02141
N00042497,"Wallace, Scott",D,PA08,H8PA08174
N00040653,"Wallace, Tenaya",D,CA34,H8CA34241
N00039471,"Walls-Windhauser, Angela",R,FLS1,S6FL00442
N00031226,"Walorski, Jackie",R,IN02,H0IN02190
N00041065,"Walters, Martha",D,CA01,H8CA01208
N00041622,"Walters, Mary Jo",D,WIS1,S8WI00208
N00035391,"Walters, Mimi",R,CA45,H4CA45097
N00042403,"Waltz, Michael",R,FL06,H8FL06148
N00038651,"Walz, Jim",D,IL14,H6IL14129
N00040961,"Wampler, Kris",R,SC05,H8SC05224
N00041409,"Wannamaker, John",D,TX26,H8TX26116
N00041417,"Ward, Daniel",D,VA07,H8VA07086
N00041781,"Ward, John",R,FL06,H8FL06122
N00041184,"Ward, John",L,SC07,H8SC07022
N00037492,"Ward, Kelli",R,AZS2,S6AZ00233
N00042000,"Ward, Kim",R,PA18,H8PA18215
N00042111,"Wardell, James D",I,ID02,H8ID02130
N00042272,"Wardlaw, Peggy",R,TX21,H8TX21349
N00042303,"Warnacut, David",I,WI05,H8WI05173
N00040904,"Warren, Dom",D,MA02,H8MA02074
N00033492,"Warren, Elizabeth",D,MAS1,S2MA00170
N00040737,"Warren, Maria Collins",D,NC09,H8NC09115
N00041852,"Warrington, Karl",D,NY23,H8NY23209
N00041844,"Washburne, Mark",D,NJ11,H8NJ11183
N00040633,"Waters, Allen",R,MAS1,S8MA00250
N00006690,"Waters, Maxine",D,CA43,H4CA23011
N00041676,"Watkins, Richard",D,NC04,H8NC04108
N00042126,"Watkins, Steve",R,KS02,H8KS02199
N00036425,"Watson, Jerry B",R,NJS1,S4NJ00300
N00041503,"Watson, Liz",D,IN09,H8IN09107
N00036202,"Watson, Todd",R,NES1,S4NE00157
N00041366,"Watts, Ryan",D,NC06,H8NC06079
N00037519,"Weaver, Kim",D,IA04,H6IA04134
N00040828,"Weaver, Laura Ann",D,OH01,H8OH01084
N00040896,"Webb, Benjamin",D,IL13,H8IL13143
N00041048,"Webb, Dustin Ray",D,TXS2,S8TX00301
N00036451,"Webb, John",R,MO04,H4MO04138
N00038350,"Webber, David",R,NYS1,S8NY00173
N00041343,"Weber, George",D,IL14,H8IL14158
N00040928,"Weber, Linda",D,NJ07,H8NJ07173
N00033539,"Weber, Randy",R,TX14,H2TX14149
N00026335,"Webster, Daniel",R,FL11,H0FL08208
N00040825,"Webster, Elizabeth",D,GA11,H8GA11039
N00042037,"Weeks, James",L,MIS2,S8MI00406
N00041868,"Weidman, David",D,PA15,H8PA15211
N00037150,"Weil, Richard Lyons",D,CO04,H8CO04109
N00039303,"Weingart, Patrick",I,FL07,H6FL07132
N00041522,"Weiss, Michael",D,NV03,H8NV03168
N00042569,"Welch, Casey",R,AZ02,H8AZ02193
N00000515,"Welch, Peter",D,VT01,H6VT00160
N00041504,"Welder, Brent",D,KS03,H8KS03122
N00041842,"Welle, Josh",D,NJ04,H8NJ04188
N00041280,"Wellman, Heidi",R,MAS1,S8MA00300
N00002763,"Wells, Tom",D,FL03,H8FL03020
N00033310,"Wenstrup, Brad",R,OH02,H2OH02085
N00041675,"West, Dan",D,MT01,H8MT01216
N00041497,"West, Mary",I,GA12,H8GA12060
N00040640,"Westbrook, Brianna",D,AZ08,H8AZ08059
N00035527,"Westerman, Bruce",R,AR04,H4AR04048
N00040975,"Westin, Jason",D,TX07,H8TX07132
N00038813,"Westley, Tim",R,TX15,H6TX15204
N00041628,"Westmoreland, Brad",D,CA07,H8CA07064
N00041002,"Wexton, Jennifer",D,VA10,H8VA10106
N00041853,"Whalen, Charles",D,NY23,H8NY23217
N00041232,"Whalen, Sean",I,UT03,H8UT03345
N00041627,"Wheeler, Bruce",D,AZ02,H8AZ02169
N00042521,"White, Anthony J",R,TX21,H8TX21356
N00042380,"White, Mitchell",R,CA04,H8CA04236
N00041691,"White, Tim",D,OR02,H8OR02146
N00027533,"Whitehouse, Sheldon",D,RIS1,S6RI00221
N00041872,"Whitmire, Marc",R,TN02,H8TN02184
N00041424,"Whitney, Toby",D,WA08,H8WA08171
N00041875,"Whittaker, Malcolm",R,TX02,H8TX02109
N00003280,"Wicker, Roger",R,MSS2,S8MS00196
N00040730,"Wicks, Mark L",L,MT01,H8MT00085
N00040848,"Wilcox, Rochelle",D,CA04,H8CA04186
N00041997,"Wild, Susan",D,PA15,H8PA15229
N00027253,"Wildes, Michael",D,NJ09,H4NJ09095
N00041498,"Wilkins, Becky Anderson",D,IL06,H8IL06154
N00041053,"Williams, Audri Scott",D,AL02,H8AL02163
N00042381,"Williams, Brant John-Michael",D,CA22,H8CA22170
N00042238,"Williams, David Stuart",R,TX05,H8TX05151
N00042528,"Williams, Eric",D,TX30,H8TX30043
N00040882,"Williams, Greg",D,FL15,H8FL15172
N00041186,"Williams, Joshua",D,TN02,H8TN02101
N00041974,"Williams, Kathleen",D,MT01,H8MT01232
N00042360,"Williams, Lynnette Dr",D,TNS1,S8TN00378
N00041770,"Williams, Mark",D,CO02,H8CO02202
N00030602,"Williams, Roger",R,TX25,H2TX33040
N00041536,"Williams, Stephanie",3,TX22,H8TX22222
N00041541,"Williams, Steve",D,WV03,H8WV03089
N00042529,"Williams, Vangie",D,VA01,H8VA01303
N00033451,"Williamson, Walter John",D,AZ06,H2AZ05132
N00042562,"Wilson, Debbie",D,MDS1,S8MD00278
N00040942,"Wilson, Doug",D,OH12,H8OH12131
N00030650,"Wilson, Frederica",D,FL24,H0FL17068
N00041552,"Wilson, Jenny",D,UTS1,S8UT00143
N00024809,"Wilson, Joe",R,SC02,H2SC02059
N00041383,"Wilson, Katie",D,NY21,H8NY21252
N00039516,"Wilson, Kurt",R,GA06,H6GA06116
N00041758,"Wilson, Kurtis K.",I,CA23,H8CA23111
N00041201,"Wilson, Mary",D,TX21,H8TX21182
N00042104,"Winfield, Richard",D,GA10,H8GA10171
N00041934,"Witt, Bryan",D,CA27,H8CA27112
N00029459,"Wittman, Rob",R,VA01,H8VA01147
N00040698,"Wolf, Benjamin Thomas",D,IL05,H8IL05115
N00041996,"Wolff, Denny",D,PA11,H8PA11095
N00041990,"Wolfrum, Todd",R,OH05,H8OH05168
N00039755,"Wolkowicz, Steven",R,CA36,H8CA36188
N00031857,"Womack, Steve",R,AR03,H0AR03055
N00041977,"Wong, Gerald",D,NC06,H8NC06095
N00040971,"Wood, Dan",D,TX05,H8TX05086
N00032416,"Woodall, Rob",R,GA07,H0GA07133
N00041820,"Wooden, Fred",D,MI03,H8MI03061
N00041834,"Woods, Tom",D,MT01,H8MT00127
N00041076,"Woody, Matt",I,CA42,H8CA42236
N00040858,"Woody, Michael Erin",R,CA24,H8CA24150
N00038798,"Woolridge, Ruby",D,TX06,H6TX06203
N00041196,"Woolum, Al",D,TX12,H8TX12082
N00041527,"Wordhouse, Ross",D,OR02,H8OR02138
N00041962,"Worton, Stephen",D,MD01,H8MD01201
N00042236,"Wright, Jason",R,TX05,H8TX05136
N00041670,"Wright, Rich",D,MN01,H8MN01303
N00042240,"Wright, Ron",R,TX06,H8TX06233
N00042041,"Wright, Theresa",D,PAS2,S8PA00338
N00040620,"Wu, Brianna",D,MA08,H8MA08170
N00041112,"Wynes, Jeremy",R,IL10,H8IL10123
N00041793,"Wynn, Adam",D,GA11,H8GA11047
N00041244,"Yankovich, David",D,WI01,H8WI01115
N00028073,"Yarmuth, John A",D,KY03,H6KY03124
N00042379,"Yates, Mark",R,AZ08,H8AZ08216
N00041403,"Yhap, Medrick",D,TX03,H8TX03115
N00031502,"Yoder, Kevin",R,KS03,H0KS03137
N00033220,"Yoho, Ted",R,FL03,H2FL06109
N00041441,"Young, Bob",R,MIS2,S8MI00364
N00035509,"Young, David",R,IA03,H4IA03115
N00007999,"Young, Don",R,AK01,H6AK00045
N00035887,"Young, Geoffrey",D,KY06,H4KY06163
N00041669,"Young, Steve",3,MI12,H8MI12112
N00041518,"Youngblood, Tanzie",D,NJ02,H8NJ02141
N00042087,"Yu, Peter",R,CO02,H8CO02251
N00040870,"Zarkades, Tony",D,CA48,H8CA48050
N00029404,"Zeldin, Lee",R,NY01,H8NY01148
N00041314,"Zelt, Andrew",R,CA50,H8CA50122
N00041705,"Zmrhal, Eric K",R,TX22,H8TX22230
N00040892,"Zordani, Jennifer",D,IL06,H8IL06105
N00042288,"Zouboulikos-Blanco, Jaimy",R,TX29,H8TX29110
N00041521,"Zubia, Adolf",D,NM02,H8NM02164
N00042077,"Zuniga, Miguel",3,CA43,H8CA43150
N00041631,"Zwahlen, Sue",D,CA10,H8CA10183
